problem,unknowns,solver,backend,workers,ranks,threads_per_rank,pinning,reduction,schedule,mode,iterations,converged,stop_reason,relative_residual,omega,blocks,check_interval,seconds_median,seconds_min,seconds_max,reps,updates_per_second,gib_per_second,bytes_per_unknown,seed,commit,label,sweeps,passes,dram_bytes_per_unknown_per_sweep,pinning_status,measured_at,seconds_reps,kernels,kernel_variant
dense_spd_512,512,cg,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,3.799431e-63,1.000000,16,1000000,0.001425,0.001313,0.003400,5,1.796496e+07,68.9324,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.836258e-16,1.000000,16,1000000,0.014401,0.013921,0.014819,5,1.777601e+06,6.8207,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,gauss_seidel_f,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.836258e-16,1.000000,16,1000000,0.005965,0.005880,0.006062,5,4.291355e+06,16.4661,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,block_jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,8.422529e-16,1.000000,16,1000000,0.014598,0.014467,0.015190,5,1.753641e+06,6.7288,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,block_gauss_seidel,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,8.445105e-16,1.000000,16,1000000,0.005995,0.005780,0.006638,5,4.270415e+06,16.3858,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,cg,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,3.799431e-63,1.000000,16,1000000,0.081893,0.080016,0.082514,5,3.126016e+05,1.1995,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.836258e-16,1.000000,16,1000000,0.016132,0.015277,0.017039,5,1.586934e+06,6.0891,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,gauss_seidel_f,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.836258e-16,1.000000,16,1000000,0.006303,0.006217,0.006622,5,4.061818e+06,15.5854,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,block_jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,8.422529e-16,1.000000,16,1000000,0.015902,0.015691,0.016886,5,1.609901e+06,6.1773,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,block_gauss_seidel,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,8.445105e-16,1.000000,16,1000000,0.006232,0.006189,0.006367,5,4.107513e+06,15.7607,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,cg,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,3.799431e-63,1.000000,16,1000000,0.084596,0.083484,0.088142,5,3.026144e+05,1.1611,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,7.836258e-16,1.000000,16,1000000,0.001305,0.001118,0.001621,5,1.961603e+07,75.2677,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,gauss_seidel_f,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,7.836258e-16,1.000000,16,1000000,0.010841,0.010506,0.012420,5,2.361478e+06,9.0611,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,block_jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,8.422529e-16,1.000000,16,1000000,0.001933,0.001761,0.002203,5,1.324414e+07,50.8184,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,block_gauss_seidel,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,8.445105e-16,1.000000,16,1000000,0.011401,0.010343,0.011928,5,2.245372e+06,8.6156,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_512,512,cg,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,3.799431e-63,1.000000,16,1000000,0.001711,0.001357,0.003406,5,1.496122e+07,57.4069,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.067640e-15,1.000000,16,1000000,0.022814,0.021425,0.023116,5,2.244212e+06,17.1721,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,gauss_seidel_f,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.061113e-15,1.000000,16,1000000,0.020514,0.020429,0.021292,5,2.495886e+06,19.0979,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169383e-15,1.000000,16,1000000,0.020323,0.020237,0.021821,5,2.519358e+06,19.2775,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_gauss_seidel,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169230e-15,1.000000,16,1000000,0.020891,0.020245,0.021571,5,2.450872e+06,18.7535,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,cg,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,4.341454e-70,1.000000,16,1000000,0.019867,0.019382,0.020940,5,2.577185e+06,19.7200,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.067640e-15,1.000000,16,1000000,0.002956,0.002747,0.003860,5,1.732107e+07,132.5364,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,gauss_seidel_f,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.061113e-15,1.000000,16,1000000,0.020998,0.020650,0.021282,5,2.438288e+06,18.6572,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169383e-15,1.000000,16,1000000,0.002922,0.002739,0.004046,5,1.752190e+07,134.0731,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_gauss_seidel,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169230e-15,1.000000,16,1000000,0.021716,0.020495,0.026575,5,2.357718e+06,18.0407,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,cg,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,4.341454e-70,1.000000,16,1000000,0.003656,0.003183,0.006964,5,1.400511e+07,107.1635,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.067640e-15,1.000000,16,1000000,0.016779,0.016560,0.017745,5,3.051400e+06,23.3485,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,gauss_seidel_f,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.061113e-15,1.000000,16,1000000,0.021489,0.021001,0.022926,5,2.382629e+06,18.2313,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169383e-15,1.000000,16,1000000,0.017082,0.016520,0.017295,5,2.997259e+06,22.9343,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_gauss_seidel,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169230e-15,1.000000,16,1000000,0.021419,0.020755,0.021651,5,2.390389e+06,18.2907,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,cg,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,4.341454e-70,1.000000,16,1000000,0.081656,0.080672,0.084475,5,6.270243e+05,4.7978,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.067640e-15,1.000000,16,1000000,0.016505,0.016222,0.016861,5,3.102150e+06,23.7369,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,gauss_seidel_f,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.061113e-15,1.000000,16,1000000,0.021422,0.021115,0.022161,5,2.390016e+06,18.2878,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169383e-15,1.000000,16,1000000,0.017119,0.016656,0.017901,5,2.990907e+06,22.8857,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_gauss_seidel,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169230e-15,1.000000,16,1000000,0.021955,0.021671,0.022019,5,2.332044e+06,17.8442,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,cg,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,4.341454e-70,1.000000,16,1000000,0.091495,0.088914,0.094222,5,5.595952e+05,4.2819,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.067640e-15,1.000000,16,1000000,0.003488,0.003130,0.004273,5,1.467993e+07,112.3271,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,gauss_seidel_f,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.061113e-15,1.000000,16,1000000,0.035661,0.033636,0.035935,5,1.435756e+06,10.9860,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169383e-15,1.000000,16,1000000,0.004455,0.004229,0.005405,5,1.149257e+07,87.9382,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,block_gauss_seidel,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.169230e-15,1.000000,16,1000000,0.034097,0.033272,0.035459,5,1.501599e+06,11.4899,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_1024,1024,cg,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,4.341454e-70,1.000000,16,1000000,0.003299,0.003175,0.004072,5,1.552048e+07,118.7588,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.390753e-15,1.000000,16,1000000,0.125401,0.123130,0.134951,5,8.165837e+05,12.4783,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,gauss_seidel_f,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.393661e-15,1.000000,16,1000000,0.124833,0.121937,0.125795,5,8.202980e+05,12.5351,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.507318e-15,1.000000,16,1000000,0.128541,0.126478,0.133990,5,7.966341e+05,12.1735,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_gauss_seidel,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.505525e-15,1.000000,16,1000000,0.125775,0.124532,0.127856,5,8.141517e+05,12.4412,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,cg,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,2.313952e-77,1.000000,16,1000000,0.121053,0.118427,0.126283,5,8.459107e+05,12.9265,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.390753e-15,1.000000,16,1000000,0.010304,0.009745,0.012314,5,9.937922e+06,151.8628,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,gauss_seidel_f,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.393661e-15,1.000000,16,1000000,0.124499,0.121939,0.125093,5,8.224976e+05,12.5687,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.507318e-15,1.000000,16,1000000,0.012444,0.011633,0.013074,5,8.228710e+06,125.7441,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_gauss_seidel,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.505525e-15,1.000000,16,1000000,0.136112,0.131021,0.141500,5,7.523220e+05,11.4963,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,cg,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,2.313952e-77,1.000000,16,1000000,0.011308,0.010586,0.012047,5,9.055159e+06,138.3732,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.390753e-15,1.000000,16,1000000,0.031244,0.030365,0.033059,5,3.277392e+06,50.0823,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,gauss_seidel_f,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.393661e-15,1.000000,16,1000000,0.120492,0.119123,0.128305,5,8.498495e+05,12.9867,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.507318e-15,1.000000,16,1000000,0.032474,0.032131,0.033177,5,3.153307e+06,48.1861,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_gauss_seidel,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.505525e-15,1.000000,16,1000000,0.124203,0.123464,0.124710,5,8.244552e+05,12.5986,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,cg,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,2.313952e-77,1.000000,16,1000000,0.101835,0.100276,0.103921,5,1.005551e+06,15.3660,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.390753e-15,1.000000,16,1000000,0.029221,0.028763,0.035693,5,3.504385e+06,53.5510,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,gauss_seidel_f,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.393661e-15,1.000000,16,1000000,0.121141,0.118568,0.121569,5,8.452987e+05,12.9171,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.507318e-15,1.000000,16,1000000,0.033486,0.031637,0.034071,5,3.058009e+06,46.7299,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_gauss_seidel,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.505525e-15,1.000000,16,1000000,0.123487,0.122513,0.124820,5,8.292363e+05,12.6717,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,cg,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,2.313952e-77,1.000000,16,1000000,0.103283,0.100994,0.106571,5,9.914511e+05,15.1505,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.390753e-15,1.000000,16,1000000,0.012504,0.011775,0.013135,5,8.189115e+06,125.1390,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,gauss_seidel_f,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.393661e-15,1.000000,16,1000000,0.160099,0.152012,0.167689,5,6.396039e+05,9.7739,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.507318e-15,1.000000,16,1000000,0.016142,0.015442,0.017520,5,6.343872e+06,96.9416,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,block_gauss_seidel,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,1.505525e-15,1.000000,16,1000000,0.171188,0.154648,0.181800,5,5.981742e+05,9.1408,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_spd_2048,2048,cg,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,2.313952e-77,1.000000,16,1000000,0.012696,0.011064,0.014678,5,8.065372e+06,123.2481,16408.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500536e-16,1.000000,16,1000000,0.005599,0.005324,0.005749,5,4.572557e+06,17.5451,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,gauss_seidel_f,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500671e-16,1.000000,16,1000000,0.004996,0.004842,0.005025,5,5.123771e+06,19.6602,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.004626,0.004526,0.004921,5,5.533697e+06,21.2331,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_gauss_seidel,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.004703,0.004648,0.004943,5,5.443754e+06,20.8880,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500536e-16,1.000000,16,1000000,0.000901,0.000761,0.006855,5,2.840042e+07,108.9738,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,gauss_seidel_f,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500671e-16,1.000000,16,1000000,0.005776,0.005446,0.006256,5,4.432098e+06,17.0062,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.001227,0.000912,0.001651,5,2.086740e+07,80.0692,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_gauss_seidel,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.006156,0.005544,0.007304,5,4.158347e+06,15.9558,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500536e-16,1.000000,16,1000000,0.014230,0.013789,0.014397,5,1.799064e+06,6.9031,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,gauss_seidel_f,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500671e-16,1.000000,16,1000000,0.005974,0.005895,0.006097,5,4.284923e+06,16.4415,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.014799,0.014433,0.014972,5,1.729847e+06,6.6375,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_gauss_seidel,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.005986,0.005909,0.006693,5,4.276848e+06,16.4105,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500536e-16,1.000000,16,1000000,0.015623,0.014853,0.017554,5,1.638584e+06,6.2873,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,gauss_seidel_f,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500671e-16,1.000000,16,1000000,0.006132,0.006010,0.006262,5,4.174684e+06,16.0185,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_jacobi,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.016195,0.015507,0.016908,5,1.580697e+06,6.0652,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_gauss_seidel,jthread,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.005896,0.005778,0.006155,5,4.341749e+06,16.6595,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500536e-16,1.000000,16,1000000,0.001635,0.001288,0.002076,5,1.566074e+07,60.0910,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,gauss_seidel_f,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,7.500671e-16,1.000000,16,1000000,0.010786,0.009904,0.011386,5,2.373369e+06,9.1067,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_jacobi,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.002049,0.001649,0.002987,5,1.249288e+07,47.9358,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_512,512,block_gauss_seidel,mpi,20,20,1,none,deterministic,static,fixed,50,0,iteration_cap,7.912486e-16,1.000000,16,1000000,0.011811,0.010883,0.012371,5,2.167426e+06,8.3165,4120.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.071861e-15,1.000000,16,1000000,0.022127,0.021874,0.022143,5,2.313893e+06,17.7053,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,gauss_seidel_f,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.071341e-15,1.000000,16,1000000,0.021432,0.020942,0.026500,5,2.388969e+06,18.2798,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,block_jacobi,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.182028e-15,1.000000,16,1000000,0.020557,0.020408,0.020767,5,2.490620e+06,19.0576,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,block_gauss_seidel,serial,1,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.182197e-15,1.000000,16,1000000,0.020517,0.020166,0.020943,5,2.495498e+06,19.0949,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.071861e-15,1.000000,16,1000000,0.003040,0.002555,0.003885,5,1.684382e+07,128.8846,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,gauss_seidel_f,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.071341e-15,1.000000,16,1000000,0.022150,0.020556,0.024346,5,2.311513e+06,17.6871,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,block_jacobi,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.182028e-15,1.000000,16,1000000,0.003309,0.002906,0.003660,5,1.547484e+07,118.4096,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,block_gauss_seidel,openmp,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.182197e-15,1.000000,16,1000000,0.022332,0.020918,0.024292,5,2.292627e+06,17.5426,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.071861e-15,1.000000,16,1000000,0.017482,0.016932,0.018258,5,2.928753e+06,22.4101,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,gauss_seidel_f,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.071341e-15,1.000000,16,1000000,0.022435,0.021334,0.023054,5,2.282106e+06,17.4621,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,block_jacobi,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.182028e-15,1.000000,16,1000000,0.018032,0.016995,0.018482,5,2.839332e+06,21.7258,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
dense_dd_1024,1024,block_gauss_seidel,pthreads,20,1,1,none,deterministic,static,fixed,50,0,iteration_cap,1.182197e-15,1.000000,16,1000000,0.021823,0.021313,0.022683,5,2.346157e+06,17.9522,8216.0,20260802,cd57032941a8.dirty,dense,,,,,,,cxx,cpp
